Bed;1381788600000;N1
Bed;1381788900000;N2
Bed;1381789500000;N3
Bed;1381792800000;REM
Bed;1381794600000;N2
Bed;1381795800000;N3
Bed;1381796700000;N4
Bed;1381798500000;N1
Bed;1381799100000;REM
Bed;1381801200000;N2
Bed;1381801800000;N4
Bed;1381804800000;N2
Bed;1381805400000;N1
Bed;1381808700000;N2
Bed;1381811400000;WACH
Ubisense;1381821330625;2.5024011539716886;5.520928750211281
Ubisense;1381821331233;2.816570197457332;5.48510863040921
Ubisense;1381821331546;3.1167103957576496;5.410232343915182
Ubisense;1381821333637;3.459954888393472;5.314525738165663
Ubisense;1381821334355;3.770789424706885;5.26680738190692
Ubisense;1381821334605;4.0858233251797555;5.300218385213461
Ubisense;1381821334839;4.47;5.27431609044038
Ubisense;1381821335838;4.939811421802813;4.8846282532473975
Ubisense;1381821337009;4.838072594639795;3.903894606024101
Ubisense;1381821337150;4.78999033081635;3.5785961265224455
Ubisense;1381821337680;4.720298942315601;3.233800313173302
Ubisense;1381821338274;4.44491431508757;2.902912812344563
Ubisense;1381821338586;3.8;2.4612712452992787
Ubisense;1381821338757;3.463174905701385;2.258350691573327
Ubisense;1381821340646;2.804231624382879;1.9138546633456466
Ubisense;1381821341115;2.497003702189588;1.798151981702068
Ubisense;1381821342645;1.845640360342859;1.445567874156525
Alarm;1381822340000;Telefon;Kontakt1
Ubisense;1381827800000;1.9927952074074184;1.500472112574781
Ubisense;1381827801000;3.1107128002158513;2.344839021522408
Ubisense;1381827801785;4.015847868551866;2.9966339273926725
Ubisense;1381830000000;4.008276165570323;3.0097324582673495
Ubisense;1381830001000;2.7953487659646528;3.732061723531659
Ubisense;1381830001665;1.9883205345542756;4.187156773306675
Ubisense;1381830060714;2.9834308222149493;4.190347850362788
Ubisense;1381830300000;3.0048249372751856;4.194494671094802
Ubisense;1381830301428;1.0032798038653843;4.187271442355279
Ubisense;1381830450000;0.986891587998184;4.193123050973358
Ubisense;1381830450000;2.009118926738475;4.200250470746501
Ubisense;1381830450714;1.996495104931495;4.205315910183199
Ubisense;1381830451000;3.22;3.4813726022914024
Ubisense;1381830451665;3.9888487048771495;2.997079326163453
Ubisense;1381831080000;1.35;1.171550427415233
Ubisense;1381831080563;1.651739982816606;1.381606189479353
Ubisense;1381831081156;1.9599304785212555;1.6508685546194015
Ubisense;1381831081406;2.3247861877775358;1.7934716338671768
Ubisense;1381831082186;2.638885105181206;1.9713353095018833
Ubisense;1381831082375;2.975197517256385;2.1076712199924272
Ubisense;1381831083560;3.623418453973634;2.503343666493288
Ubisense;1381831083811;3.953837251379992;2.7845402023214816
Ubisense;1381831084841;4.558675980474661;3.4015382821973303
Ubisense;1381831085107;4.748951700428659;3.7413330456815492
Ubisense;1381831087181;4.897829768910253;4.057507142691904
Ubisense;1381831087448;4.964332537988032;4.385441083696342
Ubisense;1381831088290;4.902413120691644;4.7167357032054475
Ubisense;1381831088759;4.848157421964296;5.035884957650498
Ubisense;1381831089211;4.51155515467914;5.298657269770318
Ubisense;1381831089430;4.180908194718682;5.408279888495444
Ubisense;1381831089790;3.862852539890888;5.491570708070086
Ubisense;1381831089961;3.5453701351892892;5.56
Ubisense;1381831090148;3.197810600864074;5.624877117260784
Ubisense;1381831090679;2.5441252859967487;5.804916611804877
Ubisense;1381831091273;2.216243148006413;5.800657619881155
Ubisense;1381831092115;1.8902452861953556;5.778332699808188
Ubisense;1381831092350;1.5688625464790005;5.799220275908633
Ubisense;1381831200000;2.5075935568250283;5.496330784051472
Ubisense;1381831201000;3.3575979869227193;6.62817012263445
Ubisense;1381831201171;3.5050716428637045;6.794688100242896
Storage;1381831205000;KITCHEN_FRIDGE;OPENED
Storage;1381831210000;KITCHEN_FRIDGE;OBJECT_TAKEN
Ubisense;1381831215000;3.4961036248621262;6.801309374186165
Ubisense;1381831216118;2.79280582382754;8.199771524774233
Power;1381831230000;HERD;OFF
Ubisense;1381831500000;2.8051243448803955;8.200651375195076
Ubisense;1381831501000;2.202725136325315;6.95113004963463
Ubisense;1381831502000;1.5731867672268345;5.687352402857944
Ubisense;1381831502140;1.5093497997943517;5.481185183847817
Storage;1381831520000;KITCHEN_SHELF;OPENED
Storage;1381831525000;KITCHEN_SHELF;OBJECT_TAKEN
Ubisense;1381831535000;1.4966816083843786;5.4992523066706145
Storage;1381831535000;KITCHEN_SHELF;CLOSED
Ubisense;1381831536000;2.1097787950461595;6.748932856842788
Ubisense;1381831537000;2.7031972134463866;8.010747247914964
Ubisense;1381831537140;2.795682302549684;8.201106227390145
Power;1381831560000;HERD;OFF
Ubisense;1381831565000;2.803342961168986;8.191999822080636
Ubisense;1381831565000;1.532825568158156;5.716302077199744
Ubisense;1381831565282;1.8362270729930004;5.668763248459774
Ubisense;1381831565453;2.142799804542891;5.564740071420522
Ubisense;1381831565625;2.4992968299018514;5.521193435089524
Ubisense;1381831566233;2.8148078279107884;5.486923412486039
Ubisense;1381831566546;3.124805217547073;5.4476271549040804
Ubisense;1381831567000;1.5115673416130087;5.7178291498162706
Ubisense;1381831567012;1.4857103036198005;5.684484875673874
Ubisense;1381831568637;3.47093829257918;5.304607363525203
Ubisense;1381831569605;4.100091531096124;5.288180523022441
Ubisense;1381831570323;4.772666791304235;5.23535224669374
Ubisense;1381831570838;4.920000000000001;4.909999999999999
Ubisense;1381831571509;4.95637360818394;4.567537248570906
Ubisense;1381831571869;4.901894214886383;4.240500853874169
Ubisense;1381831572009;4.835870871833751;3.898191249715735
Ubisense;1381831572150;4.784047000677931;3.5607961139343534
Ubisense;1381831572680;4.719798957611286;3.219648920578572
Ubisense;1381831573274;4.459401324450472;2.8970821428813136
Ubisense;1381831573586;3.783447560966884;2.463961252932605
Ubisense;1381831573757;3.4646238691254636;2.259132084848676
Ubisense;1381831574039;3.132567959305623;2.0566372135888678
Ubisense;1381831575646;2.796898215185357;1.9202839144201747
Ubisense;1381831576115;2.472986570768975;1.794319392879293
Ubisense;1381831576708;2.1576637669347014;1.6513156689536161
Ubisense;1381831577645;1.8492552344058266;1.4562446445242692
Ubisense;1381832100000;1.3339984701960448;1.1609333043147414
Ubisense;1381832100563;1.6535954844410594;1.3949857356347772
Ubisense;1381832101156;1.9733086149503376;1.6419098202275773
Ubisense;1381832101406;2.3;1.78
Ubisense;1381832102186;2.6421811257387877;1.9529732080053568
Ubisense;1381832102375;2.9718434599274306;2.1074729330115036
Ubisense;1381832102780;3.307152780273298;2.3124392844645674
Ubisense;1381832103560;3.620650685038638;2.488790419097651
Ubisense;1381832103811;3.9474415833200642;2.7955183220384896
Ubisense;1381832104575;4.263721572891478;3.0661820619942204
Ubisense;1381832104841;4.552066223045206;3.404947910401965
Ubisense;1381832107181;4.911507655437312;4.064990029820465
Ubisense;1381832107448;4.956769615835199;4.3811099269351415
Ubisense;1381832108759;4.827583492794719;5.02334284960282
Ubisense;1381832109211;4.520933384260941;5.287958716006733
Ubisense;1381832109430;4.1835574275157255;5.414471163601447
Ubisense;1381832109790;3.863118123026605;5.505216817102339
Ubisense;1381832109961;3.540848666866145;5.5340471035591525
Ubisense;1381832110148;3.2112568702177633;5.6162764422949945
Ubisense;1381832110336;2.8592786347470005;5.718272067713013
Ubisense;1381832110679;2.5370929016636756;5.811905592478597
Ubisense;1381832111273;2.210684410575011;5.79927615006382
Ubisense;1381832112115;1.8954904680111642;5.7750981495536395
Ubisense;1381832112350;1.5648808227236213;5.803658225692669
Ubisense;1381832160000;1.5948353037686858;6.186173076972226
Ubisense;1381832160344;1.644316160468834;6.816310206374785
Ubisense;1381832161046;1.7056923469242309;7.128739568887847
Ubisense;1381832161890;1.793074703436123;7.4348483569839585
Ubisense;1381832162186;1.8338744914823368;7.770913443425909
Ubisense;1381832162359;1.9262767662373703;8.105161304019349
Ubisense;1381832162468;2.013952916567635;8.39
Ubisense;1381832162593;2.1178090994396133;8.734681452014163
Ubisense;1381832163108;2.192829294441942;9.059514188055905
Ubisense;1381832163420;2.320593904667721;9.387192233161153
Ubisense;1381832163779;2.375005921821104;9.718130881413991
Ubisense;1381832164700;2.6567339427770076;10.352436754241257
Ubisense;1381832164935;2.9023069898826312;10.652817964660978
Ubisense;1381832165028;2.929203391339665;11.003157229132293
Ubisense;1381832165153;2.918839794437552;11.330551440508321
Ubisense;1381832165325;2.9272223431545505;11.644506922598774
Ubisense;1381832165543;2.9233108436919446;11.947728409933603
Ubisense;1381832165606;3.07061017754629;12.307635697126331
Ubisense;1381832165886;3.194120470100578;12.65543713573363
Ubisense;1381832166714;3.218601628629481;13.296683333193789
Ubisense;1381832167214;3.188718168169707;13.929817872788323
Ubisense;1381832167854;3.1426759960525272;14.244491980182058
Couch;1381832190000;c21
Couch;1381832190700;c20
Ubisense;1381833900000;3.0035552704539588;14.858761982825527
Ubisense;1381833901148;3.111604378283767;14.549524768350766
Ubisense;1381833901531;3.2110658558077656;14.258809269198471
Ubisense;1381833902141;3.42;13.959999999999999
Ubisense;1381833902742;3.480622286080836;13.63922999939554
Ubisense;1381833903522;3.500844319265159;13.334572402819598
Ubisense;1381833904027;3.577134698274731;13.006297382072743
Ubisense;1381833904238;3.6786088851329346;12.692196296658446
Ubisense;1381833904671;3.762075204768113;12.389689727533925
Ubisense;1381833905328;3.8642501270945497;12.074761381386393
Ubisense;1381833905634;3.9684571003761135;11.749034715385784
Ubisense;1381833905861;3.9727730956072906;11.452380101507202
Ubisense;1381833906228;4.03298628861127;11.160922968528888
Ubisense;1381833906572;4.155330922946057;10.832555958703606
Ubisense;1381833906904;4.258959583308146;10.540838432157482
Ubisense;1381833907315;4.427846642031252;10.228211752460195
Ubisense;1381833907540;4.58533676490115;9.9107352509111
Ubisense;1381833907735;4.640000000000001;9.609956136524618
Ubisense;1381833908020;4.762838316148377;9.291036781446678
Ubisense;1381833908783;4.873848588062177;8.987442725121914
Ubisense;1381833909244;4.974490041635927;8.690347605375697
Ubisense;1381833909459;5.0244419580389055;8.388988437283933
Ubisense;1381833909812;5.080412653974897;8.08587023536356
Ubisense;1381833909984;5.131131578195709;7.738991922683741
Ubisense;1381833910170;5.206616335819092;7.437382205129933
Ubisense;1381833910385;5.289419974214196;7.078670300649972
Ubisense;1381833911134;5.324832249934175;6.799622708793149
Ubisense;1381833911319;5.355861902641993;6.460000000000001
Ubisense;1381833911677;5.359041826043305;5.797199826978668
Ubisense;1381833911972;5.38;5.453423585053319
Ubisense;1381833912542;5.347168563858787;5.156659514520011
Ubisense;1381833912965;5.328545756425446;4.863511406827602
Ubisense;1381833913386;5.214918464023325;4.528130900370453
Ubisense;1381833913508;5.098686551138573;4.219519783379166
Ubisense;1381833913696;4.993866865699228;3.8988516249474965
Ubisense;1381833914579;4.768101873770799;3.280270657810027
Ubisense;1381833915077;4.484077094263624;2.972489871153903
Ubisense;1381833915313;4.179791151417535;2.667324952493973
Ubisense;1381833915547;3.8874222788708965;2.3812569375132595
Ubisense;1381833915794;3.6440491960586914;2.0724004674611405
Ubisense;1381833916057;3.4241623310939744;1.7514944488055484
Ubisense;1381833916202;3.30824878873003;1.4411607002364246
Ubisense;1381833945000;3.994774007994164;3.0155031220951938
Ubisense;1381833946000;2.8754418832639743;2.165269091378007
Ubisense;1381833946785;1.991887181421694;1.4904470701042603
Ubisense;1381834845000;2.0027771513637753;2.8969549494343063
Ubisense;1381834846000;1.0819522944271174;2.54
Ubisense;1381834847000;0.6132558695859808;1.6893317825569203
Ubisense;1381834848000;0.8234473668173526;0.7434074651146382
Ubisense;1381834849000;1.6055022243966353;0.16412527259129778
Ubisense;1381834850000;2.5908799875745783;0.21000000000000002
Ubisense;1381834851000;3.269017176417989;0.9281768166724244
Ubisense;1381834852000;3.338354307718347;1.892481828032413
Ubisense;1381834853000;2.7441158226104303;2.686119063539964
Ubisense;1381834853796;2.0027298599917307;2.9058109650603496
Ubisense;1381838745000;3.00124701612973;0.9983412971662653
Ubisense;1381838746000;3.0351377865803104;0.9957391381508857
Ubisense;1381838747000;3.0367236404865428;1.0187399640480075
Ubisense;1381838748000;3.0547445872083556;1.035107683688122
Ubisense;1381838749000;3.078084355991054;1.0266449749575273
Ubisense;1381840245000;1.35;1.1703683926336916
Ubisense;1381840246156;1.9779959890970324;1.6337037371971745
Ubisense;1381840246406;2.318565115965477;1.7821761038822
Ubisense;1381840247186;2.652507623267564;1.9564503825659436
Ubisense;1381840247375;2.9740266978918997;2.117072753345519
Ubisense;1381840247780;3.2886344288266574;2.3241792857528987
Ubisense;1381840248560;3.606896917105219;2.5034010137406244
Ubisense;1381840248811;3.9335722386024847;2.795593915656401
Ubisense;1381840249575;4.257431145082759;3.0450600330582533
