Bed;1381788000000;REM
Bed;1381788600000;N1
Bed;1381789500000;N3
Bed;1381789800000;N4
Bed;1381792800000;REM
Bed;1381795800000;N3
Bed;1381796700000;N4
Bed;1381799100000;REM
Bed;1381801200000;N2
Bed;1381801800000;N4
Bed;1381803000000;N3
Bed;1381804800000;N2
Bed;1381805400000;N1
Bed;1381813200000;WACH
Ubisense;1381813764826;6.912993919033638;6.2
Ubisense;1381813765016;6.9192848932183075;5.849094176790202
Ubisense;1381813765242;6.874973058950744;5.550513829911297
Ubisense;1381813765366;6.9441753942535325;5.172031691660366
Ubisense;1381813765553;6.910143414550099;4.890347993273974
Ubisense;1381813765713;6.95302465783125;4.605053140268934
Ubisense;1381813765938;6.965981591613081;4.25
Ubisense;1381813766417;7.039577931317787;3.6314711187960094
Ubisense;1381813766862;7.156508338515776;3.006914570417311
Ubisense;1381813767307;7.23436688479541;2.7203540510274884
Ubisense;1381813767919;7.423666846437622;2.3935732161529084
Ubisense;1381813768334;7.714637414570453;2.190749026041602
Ubisense;1381813768960;8.032644260934337;1.9800087830284063
Ubisense;1381813800000;9.521682124695175;2.46
Storage;1381813815000;SLEEPING_ROOM_WARDROBE;OBJECT_TAKEN
Ubisense;1381813825000;9.512150775521638;1.4665771360441389
Ubisense;1381813826000;10.894417169182594;1.5006355979244879
Ubisense;1381813930000;10.993526787736414;1.5315548218436097
Ubisense;1381813931000;9.57768019245484;1.5124403412338077
Ubisense;1381813931071;9.497230542936219;1.5104737596099396
Storage;1381813940000;SLEEPING_ROOM_WARDROBE;CLOSED
Ubisense;1381813945714;9.524828193313784;2.4920893342802817
Ubisense;1381813965000;9.051379521808872;1.9346975357408784
Ubisense;1381813965259;8.64005500409004;2.334178698472988
Ubisense;1381813965815;8.277855406515249;2.396903785630599
Ubisense;1381813965948;7.991794008624728;2.3637659374185995
Ubisense;1381813966159;7.321113974767812;2.5113667796594807
Ubisense;1381813966878;7.023509572756417;2.6239334105770733
Ubisense;1381813967003;6.679054772198627;2.6847773593385984
Ubisense;1381813967324;6.2668070216373835;2.782364461391447
Ubisense;1381813967571;5.9537972492176925;3.14416255283573
Ubisense;1381813967695;5.652934204171363;3.472063395175313
Ubisense;1381813968249;5.430918269744008;3.8600399256532802
Ubisense;1381813968469;5.215916194371975;4.235235231218153
Ubisense;1381813968584;5.1317525844076055;4.577109091194661
Ubisense;1381813969174;4.8677022782269495;5.28488853002186
Ubisense;1381813969574;4.507790027035942;5.529002926395397
Ubisense;1381813969854;4.207025049979346;5.42434708492998
Ubisense;1381813970005;3.8610040636778384;5.440343706547459
Ubisense;1381813970858;3.164274433071449;5.500073348408667
Ubisense;1381813971055;2.8399916318870546;5.5526099209979405
Ubisense;1381813971655;2.486760186288939;5.653206455461256
Ubisense;1381813972675;1.8370671672296066;5.69
Ubisense;1381813990000;2.517485249637994;5.494166492852805
Ubisense;1381813991000;3.360459356555819;6.645020591330996
Ubisense;1381813991171;3.5049682385323027;6.776089851570569
Storage;1381813995000;KITCHEN_FRIDGE;OPENED
Storage;1381814000000;KITCHEN_FRIDGE;OBJECT_TAKEN
Ubisense;1381814005000;3.5219964646018775;6.791383264634953
Ubisense;1381814006000;2.883564918074066;8.032290846707735
Ubisense;1381814006118;2.782328387570842;8.213752181041944
Power;1381814020000;HERD;ON
Ubisense;1381814290000;2.84;8.212639668544982
Ubisense;1381814292000;1.5888522617605938;5.72
Ubisense;1381814292140;1.5135120196781917;5.532674154603966
Storage;1381814315000;KITCHEN_SHELF;OBJECT_TAKEN
Ubisense;1381814325000;1.53265207858981;5.494386456456577
Storage;1381814325000;KITCHEN_SHELF;CLOSED
Ubisense;1381814326000;2.08045064790556;6.7668924899838165
Ubisense;1381814327000;2.727958150571504;8.000337019299094
Power;1381814350000;HERD;OFF
Ubisense;1381814355000;2.811378290182984;8.178883099644539
Ubisense;1381814355000;1.489727903681291;5.69
Ubisense;1381814355282;1.8359548635023668;5.666892076469849
Ubisense;1381814355453;2.1441544060826034;5.542520638812308
Ubisense;1381814355625;2.45;5.50688019138644
Ubisense;1381814356000;2.152712694533192;6.968680566809446
Ubisense;1381814357000;1.5097403274743526;5.748393526127931
Ubisense;1381814357012;1.5292264237046895;5.702413953507803
Ubisense;1381814359355;3.7985689490188603;5.2489430725529465
Ubisense;1381814359605;4.097993924988149;5.293568190861017
Ubisense;1381814359839;4.422709004586268;5.272843872788154
Ubisense;1381814360323;4.75902287615204;5.197846350958624
Ubisense;1381814360838;4.915394135510578;4.859096315191756
Ubisense;1381814361869;4.917083739905608;4.286318091816354
Ubisense;1381814362009;4.823661415702392;3.8704214119617215
Ubisense;1381814362150;4.782928591817907;3.5766912791643533
Ubisense;1381814362680;4.720182170060213;3.2380039358674746
Ubisense;1381814363274;4.451683673074157;2.8972171879973807
Ubisense;1381814363586;3.773004072172864;2.4809531995552314
Ubisense;1381814363757;3.494716874802601;2.2588512260998024
Ubisense;1381814364039;3.1362683609844293;2.051540344828536
Ubisense;1381814365646;2.825776713208754;1.8945322199083783
Ubisense;1381814366115;2.479817394577925;1.8277374648628828
Ubisense;1381814366708;2.1585320236335757;1.6441011167561903
Ubisense;1381814367645;1.8503072340925708;1.4467656356850762
Ubisense;1381814880000;1.5420754236242589;5.7601070619369334
Ubisense;1381814880453;2.1677751992611114;5.570030703425581
Ubisense;1381814880625;2.5134556505192207;5.5165297954840335
Ubisense;1381814881233;2.7854299559130635;5.486873533100115
Ubisense;1381814881546;3.1331113425379225;5.403808113237475
Ubisense;1381814883637;3.4747794485342687;5.289376578451885
Ubisense;1381814884355;3.7873087216980372;5.307902063366945
Ubisense;1381814884605;4.0804722558055015;5.308608307631356
Ubisense;1381814884839;4.444524078990026;5.264535420736086
Ubisense;1381814885323;4.753982744167938;5.207329097409241
Ubisense;1381814885838;4.948319006628971;4.870747952640477
Ubisense;1381814886509;4.907575761261736;4.581627942134305
Ubisense;1381814886869;4.902784593850197;4.25797971162408
Ubisense;1381814887009;4.839964004504251;3.872692234041938
Ubisense;1381814887150;4.84;3.5603949740983025
Ubisense;1381814887680;4.745746455494862;3.224520438886926
Ubisense;1381814888430;4.154848990886278;2.6678945008540422
Ubisense;1381814888586;3.8131654418150682;2.4681470150982823
Ubisense;1381814888757;3.4590587436048037;2.2784144148839443
Ubisense;1381814889039;3.1339603240701512;2.0331937932464106
Ubisense;1381814890000;1.3120079980482477;1.1766131720746247
Ubisense;1381814890563;1.6166191321100762;1.3680215743882311
Ubisense;1381814890646;2.809326766897825;1.90614230119572
Ubisense;1381814891115;2.4947647028887596;1.8084509553920836
Ubisense;1381814891156;1.9784342039497316;1.6233051478189853
Ubisense;1381814891406;2.3219519160084885;1.822328366151681
Ubisense;1381814892186;2.663456782200141;1.9729705395047996
Ubisense;1381814892375;2.9757253212368435;2.136352402248345
Ubisense;1381814892780;3.3195596286653237;2.302754095768508
Ubisense;1381814893560;3.5892446003851366;2.481235081244107
Ubisense;1381814893811;3.9423703123644356;2.770694401087393
Ubisense;1381814894575;4.257742152766384;3.0723793360166916
Ubisense;1381814894841;4.569697659368057;3.35
Ubisense;1381814897181;4.880524264010257;4.06039883122988
Ubisense;1381814897448;4.92;4.36723588773358
Ubisense;1381814898759;4.847800556380325;5.016598028407021
Ubisense;1381814899211;4.4990627459096135;5.304869748507273
Ubisense;1381814899430;4.154763258128194;5.3944567531387895
Ubisense;1381814899790;3.8720670259420076;5.476044863331688
Ubisense;1381814900148;3.194620858403171;5.606247797315977
Ubisense;1381814900679;2.5255179909958723;5.7859091928968445
Ubisense;1381814901000;2.897381888836788;2.1822532214697223
Ubisense;1381814902115;1.8767479365044564;5.755118935310523
Ubisense;1381814902350;1.5544555094137835;5.793792388490627
Ubisense;1381815800000;1.9867702410609651;2.920103326413562
Ubisense;1381815801000;1.0699192719380404;2.530291148347722
Ubisense;1381815802000;0.6043743819034271;1.700753988325644
Ubisense;1381815803000;0.8297372320413937;0.7378243443512653
Ubisense;1381815804000;1.591988466357076;0.19246885313574835
Ubisense;1381815805000;2.5994037325900563;0.21151962473852298
Ubisense;1381815806000;3.279018405792842;0.9448037286134883
Ubisense;1381815807000;3.3392758642068747;1.8845026087941563
Ubisense;1381815808000;2.733663324472642;2.672771027693587
Ubisense;1381815808796;2.02233586275467;2.893990667157985
Ubisense;1381819700000;2.997299222999852;1.0161195083721626
Ubisense;1381819701000;2.9914568199878033;1.0094158799254682
Ubisense;1381819702000;2.9850661477411102;1.0537581576435158
Ubisense;1381819703000;2.998863361371965;1.0743101772480608
Ubisense;1381819704000;3.012326274692735;1.057481269007322
Ubisense;1381821200000;1.3439020975611338;1.1909216547267119
Ubisense;1381821200563;1.67164297622651;1.420182587518715
Ubisense;1381821201156;1.9519403486002256;1.6580856945291396
Ubisense;1381821201406;2.346290789640642;1.8094495729757234
Ubisense;1381821202186;2.6338467972772874;2.0
Ubisense;1381821202780;3.2845070375596146;2.315512454762715
Ubisense;1381821203560;3.6152301216927456;2.5029701353743565
Ubisense;1381821204575;4.26044482564596;3.020141480775743
Ubisense;1381821204841;4.582800235936198;3.3890314944809568
Ubisense;1381821207181;4.9167408403781705;4.07835243457792
Ubisense;1381821208290;4.922645193990349;4.746998156435722
Ubisense;1381821208759;4.823752330984547;5.030947465209509
Ubisense;1381821209211;4.489103164468702;5.272479899392564
Ubisense;1381821209430;4.174036519660558;5.419054939219858
Ubisense;1381821209790;3.8736167060035216;5.450754819280023
Ubisense;1381821209961;3.5402491966886256;5.563795461409533
Ubisense;1381821210148;3.25;5.617813149083248
Ubisense;1381821210336;2.8681653541344527;5.702008886048389
Ubisense;1381821210679;2.5316541453267343;5.801245208847572
Ubisense;1381821211273;2.220482720503296;5.8240600663958295
Ubisense;1381821212115;1.8823354310871299;5.774598416361523
Ubisense;1381821212350;1.5480675821647643;5.823761755773459
Storage;1381821230000;KITCHEN_SHELF;OPENED
Storage;1381821233000;KITCHEN_SHELF;CLOSED
Ubisense;1381821235000;0.9726602540538254;5.479385141758063
Ubisense;1381821235714;0.9950316935843235;6.495128483512793
Ubisense;1381821248714;0.996976419361578;5.464559853295556
Ubisense;1381821250000;1.0288156169001368;5.516657917285025
Storage;1381821250000;KITCHEN_SHELF;OBJECT_PUT
Ubisense;1381821251000;0.96;6.895115153280401
Ubisense;1381821251428;0.9986640013674002;7.52490741999519
Water;1381821255000;KITCHEN_SINK_COLD;ON
Ubisense;1381821263000;1.016578287327455;7.50011311685117
Water;1381821263000;KITCHEN_SINK_COLD;OFF
Ubisense;1381821263714;1.0291160407997433;6.52017083728956
Ubisense;1381821270000;0.9951180983787657;6.506133765755435
Ubisense;1381821270714;0.9802502738120933;5.529962133811309
Storage;1381821275000;KITCHEN_SHELF;OBJECT_TAKEN
Ubisense;1381821276000;0.9634945295865445;5.5164559312876165
Ubisense;1381821276714;0.9767929684439562;6.48463534273071
Power;1381821320000;KAFFEMASCHINE;ON
Alarm;1381821320000;Kaffemaschiene;fertig
Ubisense;1381821330282;1.8800000000000001;5.669278458042633
Ubisense;1381821330453;2.148910462698732;5.558871307278081
Ubisense;1381821330625;2.5078958183499584;5.508937011710999
Ubisense;1381821331546;3.136027562793102;5.4495122891362895
Ubisense;1381821334355;3.763671077286847;5.264027506696119
Ubisense;1381821334605;4.12128386888385;5.304206601145739
Ubisense;1381821335323;4.768773942007077;5.239714245535826
Ubisense;1381821335838;4.93284606339017;4.888720982350301
Ubisense;1381821336509;4.936528539292992;4.595166139722163
Ubisense;1381821336869;4.91299124850074;4.264360393861906
Ubisense;1381821337009;4.8083819478806635;3.8847669214804306
Ubisense;1381821337150;4.777794138597072;3.547004169021924
Ubisense;1381821337680;4.725508034163107;3.23393520455346
Ubisense;1381821338274;4.454411538034028;2.884040593603122
Ubisense;1381821338430;4.142706351083658;2.694753312357144
Ubisense;1381821338586;3.782480634390034;2.48097390332406
Ubisense;1381821338757;3.444625223622346;2.2807616150537475
Ubisense;1381821339039;3.09;2.01842184135301
Ubisense;1381821340646;2.8039842101993213;1.9122936700606314
Ubisense;1381821341115;2.484168581833152;1.815308491949446
Ubisense;1381821342645;1.8565021998467748;1.4381077646941915
Alarm;1381822340000;Telefon;Kontakt1
Ubisense;1381827800000;2.0050685594550783;1.54
Ubisense;1381827801000;3.149663698206924;2.362944392736029
Ubisense;1381827801785;3.970494608749094;2.980559100891367
Ubisense;1381830000000;3.978164241681231;3.0123456267355135
Ubisense;1381830001000;2.76;3.696509978627078
Ubisense;1381830060000;2.0148786816275917;4.165969505349895
Ubisense;1381830060714;3.0102784408982233;4.214875107100254
Ubisense;1381830301000;1.6004364547104806;4.196695605181481
Ubisense;1381830301428;0.9945533973421907;4.2005342726015655
Ubisense;1381830450000;2.034632328371105;4.238249899791445
Ubisense;1381830450000;1.021937262954081;4.223650028820567
Ubisense;1381830450714;1.96;4.183032472748218
Ubisense;1381830451000;3.16;3.4655918873360725
Ubisense;1381830451665;4.008853227874521;3.005000819763341
Ubisense;1381831080000;1.3383921777406849;1.187412220414025
Ubisense;1381831080563;1.620463301011549;1.3911413728487
Ubisense;1381831081156;1.93;1.648358684787658
Ubisense;1381831082186;2.638444500485657;1.9599178342779882
Ubisense;1381831082780;3.293284880145913;2.3262009264557144
Ubisense;1381831083560;3.642674667663838;2.48469804573812
Ubisense;1381831084575;4.2410469872721395;3.071854078759097
Ubisense;1381831084841;4.57574687109009;3.3855531007986523
Ubisense;1381831085107;4.7506503714034425;3.7087415960678887
Ubisense;1381831087181;4.9136819368161175;4.0582753414885016
Ubisense;1381831087448;4.948639958573342;4.370031232846642
Ubisense;1381831088290;4.883832303493349;4.6865972241654426
Ubisense;1381831088759;4.801684647456174;5.031822298420209
Ubisense;1381831089211;4.507921960552587;5.304588979257697
Ubisense;1381831089430;4.161539966222487;5.420291150855597
Ubisense;1381831089790;3.872951262671099;5.4895718314813085
Ubisense;1381831089961;3.55787506889418;5.556271056035942
Ubisense;1381831090336;2.8454813760307047;5.760247731783557
Ubisense;1381831090679;2.52456349555045;5.803019539490791
Ubisense;1381831092115;1.9254301170316666;5.772378958386495
Ubisense;1381831092350;1.5523554638621873;5.7978607397722195
Ubisense;1381831201000;3.3498467440646316;6.5911644108184
Ubisense;1381831201171;3.5202387071868286;6.784948746391308
Storage;1381831205000;KITCHEN_FRIDGE;OPENED
Storage;1381831210000;KITCHEN_FRIDGE;OBJECT_TAKEN
Ubisense;1381831215000;3.4870229379896673;6.8335656508418205
Storage;1381831215000;KITCHEN_FRIDGE;CLOSED
Ubisense;1381831216000;2.8771812869063216;8.03918111826351
Ubisense;1381831216118;2.7934394488185212;8.231296146054722
Ubisense;1381831500000;2.76;8.200921459073372
Ubisense;1381831502000;1.610288376116832;5.667738194126826
Ubisense;1381831502140;1.5021289465345413;5.518126669390467
Storage;1381831520000;KITCHEN_SHELF;OPENED
Storage;1381831525000;KITCHEN_SHELF;OBJECT_TAKEN
Storage;1381831535000;KITCHEN_SHELF;CLOSED
Ubisense;1381831535000;1.4831046581202953;5.497780257525053
Ubisense;1381831536000;2.096622141318797;6.789527504760084
Ubisense;1381831537000;2.696846413002934;8.010672804162526
Ubisense;1381831537140;2.8129715624444285;8.231334668350744
Power;1381831560000;HERD;OFF
Ubisense;1381831565000;2.78494286006621;8.233085728833087
Ubisense;1381831565282;1.849123515864676;5.683747675046294
Ubisense;1381831565453;2.154363124996993;5.53
Ubisense;1381831565625;2.481151153139239;5.524529512810606
Ubisense;1381831566000;2.1530550864880267;6.967292608504639
Ubisense;1381831566233;2.803041611695974;5.491433222018368
Ubisense;1381831567012;1.4994957044358357;5.71768700246821
Ubisense;1381831568637;3.4516536276411145;5.293115176435743
Ubisense;1381831569355;3.7795022632442135;5.273693468996415
Ubisense;1381831569605;4.1063831895772305;5.290911599195599
Ubisense;1381831569839;4.472447468997405;5.250543905217001
Ubisense;1381831570323;4.81;5.210475113178473
Ubisense;1381831570838;4.949507227745375;4.898630062374836
Ubisense;1381831571509;4.909540848198173;4.569040337547607
Ubisense;1381831571869;4.884598799955791;4.229057284693557
Ubisense;1381831572009;4.8154325157442415;3.9001517572867623
Ubisense;1381831572680;4.7531136113743395;3.221682129655116
Ubisense;1381831573430;4.109462625800992;2.69943390181055
Ubisense;1381831573757;3.4695152459139025;2.2455797109322373
Ubisense;1381831574039;3.1509664104386728;2.0504438087445362
Ubisense;1381831575646;2.7903135458287713;1.8909903267708557
Ubisense;1381831576115;2.4796643062774413;1.8078761413382656
Ubisense;1381831576708;2.1464951566073007;1.6504145851449123
Ubisense;1381831577645;1.8169697713804047;1.4534261306179759
Ubisense;1381832100000;1.3144205105399138;1.1989837922155717
Ubisense;1381832100563;1.641357857897487;1.3560099623311275
Ubisense;1381832101406;2.3285052000952136;1.814598842193699
Ubisense;1381832102186;2.6480698774696267;1.9548528051953435
Ubisense;1381832102375;2.980931357840333;2.137717148586735
Ubisense;1381832102780;3.3100456474371946;2.310169963823059
Ubisense;1381832103560;3.623234177227837;2.4908507437594434
Ubisense;1381832103811;3.965972183330758;2.7755916302572166
Ubisense;1381832104575;4.29938024975393;3.0754457009266423
Ubisense;1381832104841;4.566326281953251;3.418845746685072
Ubisense;1381832105107;4.750333758747212;3.7418320677626475
Ubisense;1381832107181;4.898853374669518;4.046720419545
Ubisense;1381832107448;4.960134060239499;4.4129365155930165
Ubisense;1381832108290;4.87;4.681622148142327
Ubisense;1381832109430;4.173090632294002;5.42057243862578
Ubisense;1381832109790;3.8303349832051485;5.456721907127987
Ubisense;1381832109961;3.5393851528257994;5.548897066440496
Ubisense;1381832110336;2.8417864639077832;5.765065627908746
Ubisense;1381832110679;2.545318984130224;5.809291016815593
Ubisense;1381832111273;2.2280178075226025;5.8005544521609345
Ubisense;1381832112115;1.8692711514200164;5.754830162111418
Ubisense;1381832112350;1.5556487131575232;5.794281287366134
Ubisense;1381832160000;1.6002633497173042;6.199565051824745
Ubisense;1381832160204;1.5662608011099386;6.5018054866603565
Ubisense;1381832160344;1.6496211738886617;6.832090674834366
Ubisense;1381832161046;1.723141826733758;7.153084184230833
Ubisense;1381832162186;1.8423125300510745;7.771527360992625
Ubisense;1381832162359;1.8852761713734763;8.10513061214338
Ubisense;1381832162468;2.0148862010997783;8.420034967887561
Ubisense;1381832162593;2.15;8.744224288766837
Ubisense;1381832163108;2.183860073741606;9.010000000000002
Ubisense;1381832163420;2.316351119652822;9.367638489168925
Ubisense;1381832163779;2.4035280214545263;9.703168630025743
Ubisense;1381832164123;2.5150818735248994;10.024645825539721
Ubisense;1381832164700;2.62992231679337;10.377108349258135
Ubisense;1381832165028;2.9104166517956216;10.978540566017658
Ubisense;1381832165153;2.9393831945333946;11.344310722372017
Ubisense;1381832165325;2.902107739947201;11.66455990305986
Ubisense;1381832165543;2.947830971462637;11.945173916539387
Ubisense;1381832165606;3.0747667585099547;12.267915471117583
Ubisense;1381832165886;3.245557867922946;12.640884995381981
Ubisense;1381832166184;3.3640530844505423;12.976776358378748
Ubisense;1381832166714;3.2022295730316968;13.314748254370102
Ubisense;1381832167011;3.1948545956595433;13.643773384467357
Ubisense;1381832167214;3.182500447679072;13.978419549431393
Ubisense;1381832167854;3.1560294985382633;14.223730885378803
Couch;1381832190000;c21
Couch;1381832190700;c20
Ubisense;1381833901148;3.119273095320617;14.57141318645835
Ubisense;1381833901531;3.2090084594674155;14.258458558962419
Ubisense;1381833902141;3.4228681531834972;13.927889718573534
Ubisense;1381833903522;3.4769825809793535;13.325722764991758
Ubisense;1381833904027;3.539384310038921;13.00468746910907
Ubisense;1381833904238;3.71216459684356;12.678864584517404
Ubisense;1381833904671;3.7209595642009607;12.36980027920074
Ubisense;1381833905328;3.8906970318359866;12.08718115281385
Ubisense;1381833905861;3.952289136377444;11.43308260383228
Ubisense;1381833906572;4.126776556692151;10.8557162016944
Ubisense;1381833907315;4.456352654839644;10.198688255922287
Ubisense;1381833907540;4.60062646737894;9.899116484327658
Ubisense;1381833907735;4.637571929436721;9.628732162434984
Ubisense;1381833908020;4.765759072069737;9.274856299376559
Ubisense;1381833909244;4.995459168096149;8.672259744684728
Ubisense;1381833909984;5.126834970363388;7.762236126955249
Ubisense;1381833910170;5.186146715384373;7.42487592422163
Ubisense;1381833911134;5.29;6.755339026368653
Ubisense;1381833911319;5.374946592419873;6.480624899256709
Ubisense;1381833911495;5.358860681971915;6.141302415813918
Ubisense;1381833912542;5.356478219534149;5.152569759068292
Ubisense;1381833912965;5.345058409377459;4.82872871393971
Ubisense;1381833913696;4.992590640687091;3.8986354399808665
Ubisense;1381833913909;4.924238899870363;3.5805952055206856
Ubisense;1381833915077;4.476875049857335;3.012567404408802
Ubisense;1381833915313;4.175170164333376;2.688555797104251
Ubisense;1381833915547;3.89804917270377;2.3795782509979975
Ubisense;1381833915794;3.6284763441474266;2.0716222906529
Ubisense;1381833946785;2.0242188117987703;1.4941034468364136
Ubisense;1381834845000;1.9771617252577183;2.9039651295140585
Ubisense;1381834846000;1.0755079816286077;2.539486559719887
Ubisense;1381834847000;0.57166079978429;1.66
Ubisense;1381834848000;0.8390242726191518;0.7375071803403236
Ubisense;1381834850000;2.601421864198605;0.24987385709741883
Ubisense;1381834851000;3.27737369600499;0.9410007108546894
Ubisense;1381834852000;3.3439603068712063;1.9203026665754002
Ubisense;1381834853000;2.779809835458446;2.692131449582941
Ubisense;1381834853796;1.9807686847670696;2.89359417224917
Ubisense;1381838745000;2.9713022957621265;1.0058528954633017
Ubisense;1381838746000;2.977170074457525;0.991171702021497
Ubisense;1381838747000;2.939624371977346;0.9840314392445813
Ubisense;1381838748000;2.947539700568208;1.0285964395361182
Ubisense;1381838749000;2.9173100774113587;1.04770131984762
Ubisense;1381840245000;1.313722273881802;1.1732309285588218
Ubisense;1381840246406;2.3005192510408103;1.7802489672028954
Ubisense;1381840247186;2.673890580965971;1.953796528618371
Ubisense;1381840247375;2.9585345161358805;2.1243726243540237
Ubisense;1381840247780;3.2960722977027075;2.318483072254234
Ubisense;1381840248560;3.6035914150248343;2.5383891913327608
Ubisense;1381840248811;3.935700741343316;2.7900168078967678
Ubisense;1381840249575;4.256017854720289;3.089590214696151
Ubisense;1381840250107;4.75145739220163;3.7400114675055285
Ubisense;1381840252181;4.926869604289589;4.055716092718093
Ubisense;1381840252448;4.9431284600659415;4.372812215768303
Ubisense;1381840253290;4.948723700965347;4.698097502508371
Ubisense;1381840253759;4.861790350770626;5.02470494647349
Ubisense;1381840254430;4.190567646583635;5.421173270111361
Ubisense;1381840254790;3.8752702031092245;5.464452680464513
Ubisense;1381840254961;3.5252371424119793;5.503952346944438
Ubisense;1381840255148;3.189489715056916;5.610056114945216
Ubisense;1381840255336;2.8564593554494158;5.768845694511677
Ubisense;1381840257350;1.61;5.77
Storage;1381840275000;KITCHEN_SHELF;OPENED
Storage;1381840278000;KITCHEN_SHELF;OBJECT_TAKEN
Ubisense;1381840293000;0.979911263515688;6.46417193549064
Ubisense;1381840293714;0.9889141436702089;5.511968218604812
Storage;1381840295000;KITCHEN_SHELF;OBJECT_PUT
Ubisense;1381840295000;0.9811576322676892;5.502908200980709
Ubisense;1381840296000;1.04;6.9236307853434145
Ubisense;1381840296428;1.0100097250748798;7.508980499653348
Water;1381840300000;KITCHEN_SINK_COLD;OFF
Ubisense;1381840308000;1.0139518536968388;7.464409172349982
Ubisense;1381840315000;0.9980339812600755;6.502900598081794
Ubisense;1381840315714;1.0076971537496069;5.510911024142288
Storage;1381840318000;KITCHEN_SHELF;OBJECT_TAKEN
Storage;1381840320000;KITCHEN_SHELF;CLOSED
Ubisense;1381840321000;1.0059165800781276;5.500000208605936
Ubisense;1381840321714;0.9801892485826263;6.519313537710853
Power;1381840335000;KAFFEMASCHINE;ON
Power;1381840365000;KAFFEMASCHINE;ON
Alarm;1381840365000;Kaffemaschiene;fertig
Ubisense;1381840375000;1.5383353898507501;5.707292142810112
Ubisense;1381840375282;1.8;5.675091030699584
Ubisense;1381840375453;2.1483751089904795;5.5677844383794435
Ubisense;1381840376233;2.7819074362477934;5.509485011195409
Ubisense;1381840376546;3.1225558270071234;5.432565270095716
Ubisense;1381840378637;3.447721898567318;5.286768974538372
Ubisense;1381840379355;3.7568584859854415;5.31
Ubisense;1381840379605;4.109240138742479;5.296159860232051
Ubisense;1381840379839;4.475267212425287;5.2768727999047735
Ubisense;1381840380323;4.774757923846701;5.204847119869867
Ubisense;1381840381509;4.98;4.557421124976733
Ubisense;1381840381869;4.885564557590631;4.225686621801177
Ubisense;1381840382009;4.834364295143561;3.9185047000506033
Ubisense;1381840383274;4.47968052313868;2.86
Ubisense;1381840383430;4.128427522067562;2.7232550911582285
